ID;Odpowiedzi
1567;Sikanie do umywalki.
1568;Skarpety.
1569;Skrzydełka bawolego bez kości.
1570;Dokonywanie przestępstw.
1571;Strona internetowa.
1572;COVID 19.
1573;Napaść na funkcjonariusza policji.
1574;Ukrzyżowanie.
1575;Narzekanie.
1576;Porażający dług.
1577;Magnesy.
1578;Smak ołowiowej farby.
1579;Sowa.
1580;Spawaczginekolog.
1581;Spider-man składający setki jajeczek w ciele Kirsten Dunst.
1582;Społeczność LGBT.
1583;Sproszkowany płód.
1584;Spuszczanie się.
1585;Zdjęcia Dicka.
1586;Joe Bidena.
1587;Sranie po podłodze jak zła, bardzo zła dziewczyna.
1588;Sranie tam i z powrotem.
1589;Ssanie mleka prosto z wymion krowy.
1590;Ssanie penisa prezydenta.
1591;Ssanie sobie nawzajem penisów przez wiele godzin.
1592;Starożytna ateńska męska dziwka.
1593;Striptiz na stypie.
1594;Stworzenie stworzone z penisów, które muszą nieustannie się pobudzać, aby przeżyć.
1595;Suki.
1596;Super Nasączacz pełen kocich siusiów.
1597;Amputacje na polu bitwy.
1598;Nachos na stół.
1599;Szaleniec, który mieszka w budce policyjnej i porywa kobiety.
1600;Szalony orgazm odbytu.
1601;Słona niespodzianka.
1602;Seks za obopólną zgodą.
1603;Ta niesamowita nowa rzecz o nazwie LSD.
1604;Tede.
1605;Teoria płaskiej Ziemi.
1606;Texas.
1607;Trochę sikam.
1608;Trzy cycki.
1609;Trzyletnia sperma w pudełku po butach.
1610;Twarz pełna spermy konia.
1611;Ty chory zwyrolu.
1612;Ty.
1613;Tylko randki z Azjatkami.
1614;Oceniając wszystkich.
1615;Krab.
1616;Aktywni seksualnie maniacy zespołu.
1617;Całkowicie biała ława przysięgłych.
1618;Sprzedawanie cracku dzieciom.
1619;Ubój borsuków.
1620;Ubóstwo.
1621;Wyjaśnienie różnicy pomiędzy płcią a płcią.
1622;Udawanie bycia normalnym chłopakiem, gdy tak naprawdę jest się bogiem pająków.
1623;Udawanie, że jest się czarnym.
1624;Udział w dość poważnym wypadku samochodowym.
1625;Linie lotnicze Spirit.
1626;Ukrywanie się przed nazistami.
1627;Uprawianie seksu z mężczyzną, a następnie zjedzenie jego mózgu.
1628;Uran.
1629;W pełni ubrana postać kobiety w grze wideo.
1630;Waginowe miętówki.
1631;Wczołganie się do waginy.
1632;Wesele w McDonald's.
1633;Wesołe robótki lodziarskie.
1634;Wiadomości Foxa.
1635;Prawo wyborcze kobiet.
1636;Masowa strzelanina w tym miesiącu.
1637;Więź między kobietą a jej koniem.
1638;Wkładanie palca w odbyt.
1639;Woda.
1640;Wojownicy sprawiedliwości społecznej z miotaczami ognia współczucia.
1641;Worek marynarski pełen jaszczurek.
1642;Wrażliwy europejski fotograf, który pieprzy moją żonę.
1643;Wrzucenie dziewicy do wulkanu.
1644;Słuchanie jej problemów, bez próby ich rozwiązania.
1645;Rozrywam ten tyłek jak papier do pakowania w bożonarodzeniowy poranek.
1646;Wychowanie trójki dzieci na minimalnym wynagrodzeniu.
1647;Picie samotnie.
1648;Bezpańskie łono.
1649;Palce Dicka.
1650;Mięso końskie.
1651;Czcić tę cipkę.
1652;Mordowanie niewinnych cywilów.
1653;Z jakiegoś powodu trzymam młynek do pieprzu.
1654;Gorący ser.
1655;Wykorzystanie cudownej mocy atomu do uboju 200 000 Japończyków.
1656;Wypełnianie odbytu mężczyzny betonem.
1657;Wzywam policję w sprawie niewinnego czarnego mężczyzny.
1658;Chichocze jak dziewczyna z anime.
1659;Bycie kutasem dla dzieci.
1660;Wędrowanie po pustyni przez 40 lat.
1661;Wścieklizna.
1662;Zabawne i interesujące fakty dotyczące skał.
1663;Zakopywanie mojego jedynego syna.
1664;Zakładanie głównej religii świata.
1665;Zaoranie tej dupy jak hodowca kukurydzy swoje pole z Nowej Anglii.
1666;Zapominanie imienia babci.
1667;Zatrucie tlenkiem węgla.
1668;Zdawanie na prawo jazdy czołgiem.
1669;Zdelegalizowanie islamu.
1670;Ze wszystkich ludzi Bryan Cranston.
1671;Mikropenis.
1672;Gorący ludzie.
1673;Wspiąć się na słup telefoniczny i zjednoczyć się z siecią T-Mobile.
1674;Popełnienie zdrady stanu.
1675;Kipiący cichą urazą.
1676;Ogniste kupy.
1677;Cokolwiek jest w lodówce.
1678;Kolejkowanie.
1679;Mówiąc, że cię kocham.
1680;Wybielanie odbytu.
1681;Koce przeciw ospie.
1682;Mój niewolnik, Czarnuch.
1683;Wkładanie słoika Masona do mojego odbytu.
1684;Ruchanie meteorologa w telewizji na żywo.
1685;Zima nuklearna.
1686;Zombie z tragiczną historią.
1687;Zorganizowane oddziały Moherowych Beretów.
1688;Zupa Viagra, która jest za gorąca.
1689;Najbrzydszy chłopak w mieście.
1690;Wyjaśnienie, jak działają pochwy.
1691;Laureatka Oscara Meryl Streep.
1692;Kara śmierci.
1693;Kolejnego meczetu.
1694;Oraz dystansu do siebie i świata.
1695;Łowienie żywego łososia w usta.
1696;Świadomość, że jest już za późno by przerwać seks z koniem.
1697;Światowe Centrum Badań nad Zagładą Żydów.
